text,label
坏运,"['huài', 'NA']"
坏透,"['huài', 'NA']"
坐井观天,"['NA', 'NA', 'guān', 'NA']"
坐享其成,"['NA', 'NA', 'qí', 'NA']"
坐以待毙,"['NA', 'NA', 'dài', 'NA']"
坐便器,"['NA', 'biàn', 'NA']"
坐化,"['NA', 'huà']"
坐卧不宁,"['NA', 'NA', 'NA', 'nìng']"
坐厕,"['NA', 'cè']"
坐厕垫,"['NA', 'cè', 'NA']"
坐台,"['NA', 'tái']"
坐台小姐,"['NA', 'tái', 'NA', 'NA']"
坐好,"['NA', 'hǎo']"
坐标系,"['NA', 'NA', 'xì']"
坐椅,"['NA', 'yǐ']"
坐禅,"['NA', 'chán']"
坐立难安,"['NA', 'NA', 'nán', 'NA']"
坐而论道,"['NA', 'NA', 'lùn', 'NA']"
坐落,"['NA', 'luò']"
坐蜡,"['NA', 'là']"
坐观成败,"['NA', 'guān', 'NA', 'NA']"
坐视无睹,"['NA', 'NA', 'wú', 'NA']"
坐车,"['NA', 'chē']"
坐骨,"['NA', 'gǔ']"
坑蒙,"['NA', 'mēng']"
坑蒙拐骗,"['NA', 'mēng', 'NA', 'NA']"
块体,"['NA', 'tǐ']"
块儿八毛,"['NA', 'NA', 'bā', 'NA']"
块头,"['NA', 'tóu']"
块菌,"['NA', 'jūn']"
坚不可摧,"['NA', 'NA', 'kě', 'NA']"
坚如磐石,"['NA', 'NA', 'NA', 'shí']"
坚强,"['NA', 'qiáng']"
坚强不屈,"['NA', 'qiáng', 'NA', 'NA']"
坚称,"['NA', 'chēng']"
坟地,"['NA', 'dì']"
坟场,"['NA', 'chǎng']"
坡头,"['NA', 'tóu']"
坡度,"['NA', 'dù']"
坦克车,"['NA', 'NA', 'chē']"
坦博拉,"['NA', 'NA', 'lā']"
坦然无惧,"['NA', 'NA', 'wú', 'NA']"
坦率,"['NA', 'shuài']"
坯模,"['NA', 'mú']"
坷垃,"['kē', 'NA']"
坠落,"['NA', 'luò']"
垂体,"['NA', 'tǐ']"
垂悬分词,"['NA', 'NA', 'fēn', 'NA']"
垂涎三尺,"['NA', 'NA', 'NA', 'chǐ']"
垂直起落飞机,"['NA', 'NA', 'NA', 'luò', 'NA', 'NA']"
垃圾堆,"['NA', 'NA', 'duī']"
垃圾车,"['NA', 'NA', 'chē']"
垃圾食品,"['NA', 'NA', 'shí', 'NA']"
型号,"['NA', 'hào']"
型快闪记忆体,"['NA', 'NA', 'NA', 'NA', 'NA', 'tǐ']"
垒砌,"['NA', 'qì']"
垛口,"['duǒ', 'NA']"
垣曲,"['NA', 'qǔ']"
垣曲县,"['NA', 'qǔ', 'NA']"
垣衣,"['NA', 'yī']"
垦丁,"['NA', 'dīng']"
垫上,"['NA', 'shàng']"
垫圈,"['NA', 'juàn']"
垫底儿,"['NA', 'dǐ', 'NA']"
垫片,"['NA', 'piàn']"
垫背,"['NA', 'bèi']"
垫脚,"['NA', 'jiao']"
垮台,"['NA', 'tái']"
埃博拉病毒,"['NA', 'NA', 'lā', 'NA', 'NA']"
埃塔,"['NA', 'tǎ']"
埃塞俄比亚,"['NA', 'sài', 'NA', 'NA', 'NA']"
埃奥罗斯,"['NA', 'NA', 'luó', 'NA']"
埃尔南德斯,"['NA', 'NA', 'nán', 'NA', 'NA']"
埃布罗,"['NA', 'NA', 'luó']"
埃布罗河,"['NA', 'NA', 'luó', 'NA']"
埃弗顿,"['NA', 'NA', 'dùn']"
埃拉特,"['NA', 'lā', 'NA']"
埃文河畔斯特拉特福,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'lā', 'NA', 'NA']"
埃斯库罗斯,"['NA', 'NA', 'NA', 'luó', 'NA']"
埃涅阿斯,"['NA', 'NA', 'ā', 'NA']"
埃格尔松,"['NA', 'gé', 'NA', 'NA']"
埃琳娜,"['NA', 'NA', 'nà']"
埃里温,"['NA', 'lǐ', 'NA']"
埇桥区,"['NA', 'NA', 'qū']"
埋伏,"['mái', 'NA']"
埋名,"['mái', 'NA']"
埋怨,"['mán', 'NA']"
埋汰,"['mái', 'NA']"
埋线,"['mái', 'NA']"
埋葬,"['mái', 'NA']"
城东区,"['NA', 'NA', 'qū']"
城中村,"['NA', 'zhōng', 'NA']"
城北区,"['NA', 'NA', 'qū']"
城区,"['NA', 'qū']"
城厢区,"['NA', 'NA', 'qū']"
城堡,"['NA', 'bǎo']"
城子河区,"['NA', 'NA', 'NA', 'qū']"
城关区,"['NA', 'NA', 'qū']"
城市,"['NA', 'shì']"
城市热岛,"['NA', 'shì', 'NA', 'NA']"
城西区,"['NA', 'NA', 'qū']"
城运会,"['NA', 'NA', 'huì']"
城镇化,"['NA', 'NA', 'huà']"
城镇化水平,"['NA', 'NA', 'huà', 'NA', 'NA']"
城阳区,"['NA', 'NA', 'qū']"
埔心,"['bù', 'NA']"
埔心乡,"['bù', 'NA', 'NA']"
埔盐,"['bù', 'NA']"
埔盐乡,"['bù', 'NA', 'NA']"
域名抢注,"['NA', 'NA', 'qiǎng', 'NA']"
域名服务器,"['NA', 'NA', 'fú', 'NA', 'NA']"
培育,"['NA', 'yù']"
培里克利斯,"['NA', 'lǐ', 'NA', 'NA', 'NA']"
基体,"['NA', 'tǐ']"
基台,"['NA', 'tái']"
基因扩大,"['NA', 'NA', 'NA', 'dà']"
基因技术,"['NA', 'NA', 'NA', 'shù']"
基地,"['NA', 'dì']"
基地恐怖组织,"['NA', 'dì', 'NA', 'NA', 'NA', 'NA']"
基地组织,"['NA', 'dì', 'NA', 'NA']"
基孔肯雅热,"['NA', 'NA', 'NA', 'yǎ', 'NA']"
基布兹,"['NA', 'NA', 'zī']"
基希讷乌,"['NA', 'NA', 'NA', 'wū']"
基底,"['NA', 'dǐ']"
基底细胞癌,"['NA', 'dǐ', 'NA', 'NA', 'NA']"
基拉韦厄,"['NA', 'lā', 'NA', 'NA']"
基数,"['NA', 'shù']"
基数词,"['NA', 'shù', 'NA']"
基本上,"['NA', 'NA', 'shang']"
基本利率,"['NA', 'NA', 'NA', 'lǜ']"
基本单位,"['NA', 'NA', 'dān', 'NA']"
基本多文种平面,"['NA', 'NA', 'NA', 'NA', 'zhǒng', 'NA', 'NA']"
基本理论,"['NA', 'NA', 'NA', 'lùn']"
基本需要,"['NA', 'NA', 'NA', 'yào']"
基督教,"['NA', 'NA', 'jiào']"
基督教徒,"['NA', 'NA', 'jiào', 'NA']"
基督新教,"['NA', 'NA', 'NA', 'jiào']"
基石,"['NA', 'shí']"
基础结构,"['NA', 'NA', 'jié', 'NA']"
基础速率,"['NA', 'NA', 'NA', 'lǜ']"
基脚,"['NA', 'jiǎo']"
基调,"['NA', 'diào']"
基辛格,"['NA', 'NA', 'gé']"
基辅罗斯,"['NA', 'NA', 'luó', 'NA']"
基里巴斯,"['NA', 'lǐ', 'NA', 'NA']"
基金会,"['NA', 'NA', 'huì']"
基隆,"['NA', 'lóng']"
埠头,"['NA', 'tóu']"
塌台,"['NA', 'tái']"
塑化剂,"['NA', 'huà', 'NA']"
塑胶爆炸,"['NA', 'NA', 'NA', 'zhà']"
塑胶跑道,"['NA', 'NA', 'pǎo', 'NA']"
塑钢,"['NA', 'gāng']"
塔列朗,"['tǎ', 'NA', 'NA']"
塔利班,"['tǎ', 'NA', 'NA']"
塔吉克,"['tǎ', 'NA', 'NA']"
塔吉克人,"['tǎ', 'NA', 'NA', 'NA']"
塔吉克斯坦,"['tǎ', 'NA', 'NA', 'NA', 'NA']"
塔吉克族,"['tǎ', 'NA', 'NA', 'NA']"
塔吊,"['tǎ', 'NA']"
塔城,"['tǎ', 'NA']"
塔公,"['tǎ', 'NA']"
塔公寺,"['tǎ', 'NA', 'NA']"
塔尔寺,"['tǎ', 'NA', 'NA']"
塔尖,"['tǎ', 'NA']"
塔崩,"['tǎ', 'NA']"
塔斯曼尼亚,"['tǎ', 'NA', 'NA', 'NA', 'NA']"
塔斯曼尼亚岛,"['tǎ', 'NA', 'NA', 'NA', 'NA', 'NA']"
塔斯社,"['tǎ', 'NA', 'NA']"
塔斯马尼亚洲,"['tǎ', 'NA', 'NA', 'NA', 'NA', 'NA']"
塔林,"['tǎ', 'NA']"
塔楼,"['tǎ', 'NA']"
塔河,"['tǎ', 'NA']"
塔河县,"['tǎ', 'NA', 'NA']"
塔玛尔,"['tǎ', 'NA', 'NA']"
塘沽区,"['NA', 'NA', 'qū']"
塞内加尔,"['sài', 'NA', 'NA', 'NA']"
塞哥维亚,"['sè', 'NA', 'NA', 'NA']"
塞外,"['sài', 'NA']"
塞子,"['sāi', 'NA']"
塞尔特,"['sāi', 'NA', 'NA']"
塞尔维亚,"['sāi', 'NA', 'NA', 'NA']"
塞尔维亚民主党,"['sāi', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA']"
塞巴斯蒂安,"['sāi', 'NA', 'NA', 'NA', 'NA']"
塞席尔,"['sè', 'NA', 'NA']"
塞族,"['sāi', 'NA']"
塞浦路斯,"['sài', 'NA', 'NA', 'NA']"
塞渊,"['sāi', 'NA']"
塞满,"['sāi', 'NA']"
塞牙,"['sāi', 'NA']"
塞纳河,"['sāi', 'NA', 'NA']"
塞维利亚,"['sāi', 'NA', 'NA', 'NA']"
塞翁失马,"['sài', 'NA', 'NA', 'NA']"
塞翁失马安知非福,"['sài', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA']"
塞翁失马焉知非福,"['sài', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA']"
塞耳,"['sāi', 'NA']"
塞舌尔,"['sài', 'NA', 'NA']"
塞舌尔群岛,"['sài', 'NA', 'NA', 'NA', 'NA']"
塞责,"['sè', 'NA']"
塞音,"['sè', 'NA']"
填写,"['NA', 'xiě']"
填地,"['NA', 'dì']"
填塞,"['NA', 'sè']"
填塞物,"['NA', 'sè', 'NA']"
填空,"['NA', 'kòng']"
塬地,"['NA', 'dì']"
堡垒,"['bǎo', 'NA']"
堡寨,"['bǎo', 'NA']"
堡礁,"['bǎo', 'NA']"
境地,"['NA', 'dì']"
墓地,"['NA', 'dì']"
墓场,"['NA', 'chǎng']"
墓坑夯土层,"['NA', 'NA', 'hāng', 'NA', 'NA']"
墓塔,"['NA', 'tǎ']"
墓石,"['NA', 'shí']"
墓葬区,"['NA', 'NA', 'qū']"
墙角,"['NA', 'jiǎo']"
增三和弦,"['NA', 'NA', 'hé', 'NA']"
增压,"['NA', 'yā']"
增城市,"['NA', 'NA', 'shì']"
增大,"['NA', 'dà']"
增广,"['NA', 'guǎng']"
增强,"['NA', 'qiáng']"
增殖,"['NA', 'zhí']"
增色,"['NA', 'sè']"
增量,"['NA', 'liàng']"
增长,"['NA', 'zhǎng']"
增长天,"['NA', 'zhǎng', 'NA']"
墟里,"['NA', 'lǐ']"
墨家,"['NA', 'jiā']"
墨斗,"['NA', 'dǒu']"
墨江哈尼族自治县,"['NA', 'NA', 'hā', 'NA', 'NA', 'NA', 'NA', 'NA']"
墨竹工卡,"['NA', 'NA', 'NA', 'kǎ']"
墨竹工卡县,"['NA', 'NA', 'NA', 'kǎ', 'NA']"
墨索里尼,"['NA', 'NA', 'lǐ', 'NA']"
墨累,"['NA', 'lèi']"
墨绿,"['NA', 'lǜ']"
墨翟,"['NA', 'dí']"
墨角兰,"['NA', 'jiǎo', 'NA']"
壁效应,"['NA', 'NA', 'yìng']"
壁虎,"['NA', 'hǔ']"
壑谷,"['NA', 'gǔ']"
士为知己者死,"['NA', 'wèi', 'NA', 'NA', 'NA', 'NA']"
女为悦己者容,"['NA', 'wèi', 'NA', 'NA', 'NA', 'NA']"
士卒,"['NA', 'zú']"
士林区,"['NA', 'NA', 'qū']"
壬戌,"['NA', 'xū']"
壮丁,"['NA', 'dīng']"
壮丽,"['NA', 'lì']"
壮大,"['NA', 'dà']"
壮观,"['NA', 'guān']"
壮语,"['NA', 'yǔ']"
声乐,"['NA', 'yuè']"
声价,"['NA', 'jià']"
声卡,"['NA', 'kǎ']"
声名大噪,"['NA', 'NA', 'dà', 'NA']"
声名大震,"['NA', 'NA', 'dà', 'NA']"
声名狼藉,"['NA', 'NA', 'NA', 'jí']"
声呐,"['NA', 'nà']"
声囊,"['NA', 'náng']"
声情并茂,"['NA', 'NA', 'bìng', 'NA']"
声泪俱下,"['NA', 'NA', 'jù', 'NA']"
声称,"['NA', 'chēng']"
声类系统,"['NA', 'NA', 'xì', 'NA']"
声说,"['NA', 'shuō']"
声调,"['NA', 'diào']"
声调轮廓,"['NA', 'diào', 'NA', 'NA']"
壳儿,"['ké', 'NA']"
壳幔,"['ké', 'NA']"
壳牌,"['qiào', 'NA']"
壳牌公司,"['qiào', 'NA', 'NA', 'NA']"
壳质,"['qiào', 'NA']"
壹败涂地,"['NA', 'NA', 'NA', 'dì']"
处世,"['chǔ', 'NA']"
处世之道,"['chǔ', 'NA', 'NA', 'NA']"
处世原则,"['chǔ', 'NA', 'NA', 'NA']"
处之泰然,"['chǔ', 'NA', 'NA', 'NA']"
处事,"['chǔ', 'NA']"
处事原则,"['chǔ', 'NA', 'NA', 'NA']"
处于,"['chǔ', 'NA']"
处决,"['chǔ', 'NA']"
处刑,"['chǔ', 'NA']"
处在,"['chǔ', 'NA']"
处境,"['chǔ', 'NA']"
处女,"['chǔ', 'NA']"
处女座,"['chǔ', 'NA', 'NA']"
处女膜,"['chǔ', 'NA', 'NA']"
处女航,"['chǔ', 'NA', 'NA']"
处子,"['chǔ', 'NA']"
处子秀,"['chǔ', 'NA', 'NA']"
处心积虑,"['chǔ', 'NA', 'NA', 'NA']"
处所,"['chù', 'NA']"
处方,"['chǔ', 'NA']"
处暑,"['chǔ', 'NA']"
处死,"['chǔ', 'NA']"
处治,"['chǔ', 'NA']"
处理,"['chǔ', 'NA']"
处理器,"['chǔ', 'NA', 'NA']"
处理能力,"['chǔ', 'NA', 'NA', 'NA']"
处男,"['chǔ', 'NA']"
处罚,"['chǔ', 'NA']"
处置,"['chǔ', 'NA']"
备中,"['NA', 'zhōng']"
备忘录,"['NA', 'wàng', 'NA']"
备查,"['NA', 'chá']"
备用二级头呼吸器,"['NA', 'NA', 'NA', 'NA', 'tóu', 'NA', 'NA', 'NA']"
复仇,"['NA', 'chóu']"
复会,"['NA', 'huì']"
复写,"['NA', 'xiě']"
复写纸,"['NA', 'xiě', 'NA']"
复发,"['NA', 'fā']"
复变函数,"['NA', 'NA', 'NA', 'shù']"
复古会,"['NA', 'NA', 'huì']"
复句,"['NA', 'jù']"
复叶,"['NA', 'yè']"
复合,"['NA', 'hé']"
复合元音,"['NA', 'hé', 'NA', 'NA']"
复合弓,"['NA', 'hé', 'NA']"
复合材料,"['NA', 'hé', 'NA', 'NA']"
复合母音,"['NA', 'hé', 'NA', 'NA']"
复合词,"['NA', 'hé', 'NA']"
复合词素词,"['NA', 'hé', 'NA', 'NA', 'NA']"
复员,"['NA', 'yuán']"
复大,"['NA', 'dà']"
复兴,"['NA', 'xīng']"
复兴乡,"['NA', 'xīng', 'NA']"
复兴党,"['NA', 'xīng', 'NA']"
复兴时代,"['NA', 'xīng', 'NA', 'NA']"
复兴门,"['NA', 'xīng', 'NA']"
复数,"['NA', 'shù']"
复数域,"['NA', 'shù', 'NA']"
复数平面,"['NA', 'shù', 'NA', 'NA']"
复数形式,"['NA', 'shù', 'NA', 'NA']"
复旦大学,"['NA', 'NA', 'dà', 'NA']"
复杂化,"['NA', 'NA', 'huà']"
复杂度,"['NA', 'NA', 'dù']"
复杂系统,"['NA', 'NA', 'xì', 'NA']"
复查,"['NA', 'chá']"
复殖吸虫,"['NA', 'zhí', 'NA', 'NA']"
复殖目,"['NA', 'zhí', 'NA']"
复活的军团,"['NA', 'NA', 'de', 'NA', 'NA']"
复活节,"['NA', 'NA', 'jié']"
复活节岛,"['NA', 'NA', 'jié', 'NA']"
复核,"['NA', 'hé']"
复读,"['NA', 'dú']"
复读生,"['NA', 'dú', 'NA']"
复转,"['NA', 'zhuǎn']"
复辟,"['NA', 'bì']"
复选框,"['NA', 'NA', 'kuàng']"
夏令,"['NA', 'lìng']"
夏令时,"['NA', 'lìng', 'NA']"
夏令营,"['NA', 'lìng', 'NA']"
夏威夷火山国家公园,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'jiā', 'NA', 'NA']"
夏朝,"['NA', 'cháo']"
夏正民,"['NA', 'zhèng', 'NA']"
夏洛特敦,"['NA', 'NA', 'NA', 'dūn']"
夏洛特阿马利亚,"['NA', 'NA', 'NA', 'ā', 'NA', 'NA', 'NA']"
夏目漱石,"['NA', 'NA', 'NA', 'shí']"
外事处,"['NA', 'NA', 'chù']"
外交大臣,"['NA', 'NA', 'dà', 'NA']"
外交家,"['NA', 'NA', 'jiā']"
外交关系,"['NA', 'NA', 'NA', 'xì']"
外交部长,"['NA', 'NA', 'NA', 'zhǎng']"
外传,"['NA', 'chuán']"
外侧,"['NA', 'cè']"
外侧沟,"['NA', 'cè', 'NA']"
外务省,"['NA', 'NA', 'shěng']"
外号,"['NA', 'hào']"
外国媒体,"['NA', 'NA', 'NA', 'tǐ']"
外国语,"['NA', 'NA', 'yǔ']"
外地,"['NA', 'dì']"
外地人,"['NA', 'dì', 'NA']"
外场,"['NA', 'chǎng']"
外埔,"['NA', 'bù']"
外埔乡,"['NA', 'bù', 'NA']"
外壳,"['NA', 'ké']"
外太空,"['NA', 'NA', 'kōng']"
外头,"['NA', 'tou']"
外八字腿,"['NA', 'bā', 'NA', 'NA']"
外差,"['NA', 'chā']"
外教,"['NA', 'jiào']"
外文系,"['NA', 'NA', 'xì']"
外来成语,"['NA', 'NA', 'NA', 'yǔ']"
外来物种,"['NA', 'NA', 'NA', 'zhǒng']"
外来语,"['NA', 'NA', 'yǔ']"
外相,"['NA', 'xiàng']"
外眼角,"['NA', 'NA', 'jiǎo']"
外祖父,"['NA', 'NA', 'fù']"
外科手术,"['NA', 'NA', 'NA', 'shù']"
外籍华人,"['NA', 'NA', 'huá', 'NA']"
外蒙古,"['NA', 'měng', 'NA']"
外行,"['NA', 'háng']"
外衣,"['NA', 'yī']"
外观,"['NA', 'guān']"
外观设计,"['NA', 'guān', 'NA', 'NA']"
外语,"['NA', 'yǔ']"
外贾,"['NA', 'jiǎ']"
外边,"['NA', 'bian']"
外边儿,"['NA', 'bian', 'NA']"
外错角,"['NA', 'NA', 'jiǎo']"
外长,"['NA', 'zhǎng']"
外间,"['NA', 'jiān']"
外露,"['NA', 'lù']"
外骨骼,"['NA', 'gǔ', 'NA']"
夙兴夜寐,"['NA', 'xīng', 'NA', 'NA']"
夙愿得偿,"['NA', 'NA', 'dé', 'NA']"
多个,"['NA', 'ge']"
多么,"['NA', 'me']"
多任务,"['NA', 'rèn', 'NA']"
多佛,"['NA', 'fó']"
多佛尔,"['NA', 'fó', 'NA']"
多侧面,"['NA', 'cè', 'NA']"
多倍体,"['NA', 'NA', 'tǐ']"
多值函数,"['NA', 'NA', 'NA', 'shù']"
多元不饱和脂肪酸,"['NA', 'NA', 'NA', 'NA', 'hé', 'NA', 'NA', 'NA']"
多元化,"['NA', 'NA', 'huà']"
多元文化主义,"['NA', 'NA', 'NA', 'huà', 'NA', 'NA']"
多元论,"['NA', 'NA', 'lùn']"
多动症,"['NA', 'NA', 'zhèng']"
多劳多得,"['NA', 'NA', 'NA', 'dé']"
多发病,"['NA', 'fā', 'NA']"
多叶,"['NA', 'yè']"
多吃多占,"['NA', 'NA', 'NA', 'zhàn']"
多咱,"['NA', 'zan']"
多哈,"['NA', 'hā']"
多大,"['NA', 'dà']"
多大点事,"['NA', 'dà', 'NA', 'NA']"
多头,"['NA', 'tóu']"
多妻制,"['NA', 'qī', 'NA']"
多媒体,"['NA', 'NA', 'tǐ']"
多媒体资讯,"['NA', 'NA', 'tǐ', 'NA', 'NA']"
多字节,"['NA', 'NA', 'jié']"
多少,"['NA', 'shǎo']"
多工作业,"['NA', 'NA', 'zuò', 'NA']"
多工化,"['NA', 'NA', 'huà']"
多工运作,"['NA', 'NA', 'NA', 'zuò']"
多平台,"['NA', 'NA', 'tái']"
多形核白细胞,"['NA', 'NA', 'hé', 'NA', 'NA', 'NA']"
多得是,"['NA', 'de', 'NA']"
多手多脚,"['NA', 'NA', 'NA', 'jiǎo']"
多数,"['NA', 'shù']"
多数决,"['NA', 'shù', 'NA']"
多数党,"['NA', 'shù', 'NA']"
多明尼加共和国,"['NA', 'NA', 'NA', 'NA', 'NA', 'hé', 'NA']"
多普勒,"['NA', 'NA', 'lè']"
多极化,"['NA', 'NA', 'huà']"
多模,"['NA', 'mó']"
多模块,"['NA', 'mó', 'NA']"
多民族国家,"['NA', 'NA', 'NA', 'NA', 'jiā']"
多水分,"['NA', 'NA', 'fèn']"
多样化,"['NA', 'NA', 'huà']"
多灾多难,"['NA', 'NA', 'NA', 'nàn']"
多特蒙德,"['NA', 'NA', 'méng', 'NA']"
多目的,"['NA', 'NA', 'dì']"
多神教,"['NA', 'NA', 'jiào']"
多神论,"['NA', 'NA', 'lùn']"
多神论者,"['NA', 'NA', 'lùn', 'NA']"
多种,"['NA', 'zhǒng']"
多种多样,"['NA', 'zhǒng', 'NA', 'NA']"
多种维生素,"['NA', 'zhǒng', 'NA', 'NA', 'NA']"
多站地址,"['NA', 'NA', 'dì', 'NA']"
多端中继器,"['NA', 'NA', 'zhōng', 'NA', 'NA']"
多米尼加共和国,"['NA', 'NA', 'NA', 'NA', 'NA', 'hé', 'NA']"
多米诺骨牌,"['NA', 'NA', 'NA', 'gǔ', 'NA']"
多粒子系统,"['NA', 'NA', 'NA', 'xì', 'NA']"
多累,"['NA', 'lèi']"
多育,"['NA', 'yù']"
多行不义必自毙,"['NA', 'xíng', 'NA', 'NA', 'NA', 'NA', 'NA']"
多角形,"['NA', 'jiǎo', 'NA']"
多语言,"['NA', 'yǔ', 'NA']"
多边,"['NA', 'biān']"
多边协定,"['NA', 'biān', 'NA', 'NA']"
多边形,"['NA', 'biān', 'NA']"
多边贸易,"['NA', 'biān', 'NA', 'NA']"
多边贸易谈判,"['NA', 'biān', 'NA', 'NA', 'NA', 'NA']"
多退少补,"['NA', 'NA', 'shǎo', 'NA']"
多采,"['NA', 'cǎi']"
多重,"['NA', 'chóng']"
多重国籍,"['NA', 'chóng', 'NA', 'NA']"
多重性,"['NA', 'chóng', 'NA']"
多钱善贾,"['NA', 'NA', 'NA', 'gǔ']"
多面体,"['NA', 'NA', 'tǐ']"
多面角,"['NA', 'NA', 'jiǎo']"
多音节词,"['NA', 'NA', 'jié', 'NA']"
夜不归宿,"['NA', 'NA', 'NA', 'sù']"
夜叉,"['NA', 'chā']"
夜场,"['NA', 'chǎng']"
夜大学,"['NA', 'dà', 'NA']"
夜市,"['NA', 'shì']"
夜幕降临,"['NA', 'NA', 'jiàng', 'NA']"
夜总会,"['NA', 'NA', 'huì']"
夜曲,"['NA', 'qǔ']"
夜校,"['NA', 'xiào']"
夜猫子,"['NA', 'māo', 'NA']"
夜盲症,"['NA', 'NA', 'zhèng']"
夜空,"['NA', 'kōng']"
夜色,"['NA', 'sè']"
夜色苍茫,"['NA', 'sè', 'NA', 'NA']"
夜行,"['NA', 'xíng']"
夜行军,"['NA', 'xíng', 'NA']"
夜行性,"['NA', 'xíng', 'NA']"
夜行昼伏,"['NA', 'xíng', 'NA', 'NA']"
夜郎,"['NA', 'láng']"
夜里,"['NA', 'li']"
夜间,"['NA', 'jiān']"
夜鸟,"['NA', 'niǎo']"
够不着,"['NA', 'NA', 'zháo']"
够受的,"['NA', 'NA', 'de']"
够呛,"['NA', 'qiàng']"
够意思,"['NA', 'NA', 'si']"
够戗,"['NA', 'qiàng']"
够格,"['NA', 'gé']"
大一,"['dà', 'NA']"
大一些,"['dà', 'NA', 'NA']"
大一统,"['dà', 'NA', 'NA']"
大一统志,"['dà', 'NA', 'NA', 'NA']"
大三,"['dà', 'NA']"
大不列蹀,"['dà', 'NA', 'NA', 'NA']"
大不列颠,"['dà', 'NA', 'NA', 'NA']"
大不韪,"['dà', 'NA', 'NA']"
大专,"['dà', 'NA']"
大业,"['dà', 'NA']"
大东,"['dà', 'NA']"
大丰,"['dà', 'NA']"
大举,"['dà', 'NA']"
大义,"['dà', 'NA']"
大义凛然,"['dà', 'NA', 'NA', 'NA']"
大久保,"['dà', 'NA', 'NA']"
大事,"['dà', 'NA']"
大二,"['dà', 'NA']"
大于,"['dà', 'NA']"
大五码,"['dà', 'NA', 'NA']"
大五趾跳鼠,"['dà', 'NA', 'NA', 'NA', 'NA']"
大亚湾,"['dà', 'NA', 'NA']"
大亨,"['dà', 'NA']"
大人,"['dà', 'NA']"
大仙,"['dà', 'NA']"
大仲马,"['dà', 'NA', 'NA']"
大件,"['dà', 'NA']"
大众,"['dà', 'NA']"
大众捷运,"['dà', 'NA', 'NA', 'NA']"
大众运输,"['dà', 'NA', 'NA', 'NA']"
大伙,"['dà', 'NA']"
大伙儿,"['dà', 'NA', 'NA']"
大伟,"['dà', 'NA']"
大伤元气,"['dà', 'NA', 'NA', 'NA']"
大余,"['dà', 'NA']"
大余县,"['dà', 'NA', 'NA']"
大佬,"['dà', 'NA']"
大使,"['dà', 'NA']"
大使级,"['dà', 'NA', 'NA']"
大使馆,"['dà', 'NA', 'NA']"
大侠,"['dà', 'NA']"
大修,"['dà', 'NA']"
大修道院,"['dà', 'NA', 'NA', 'NA']"
大堂,"['dà', 'NA']"
大傻瓜,"['dà', 'NA', 'NA']"
大元帅,"['dà', 'NA', 'NA']"
大内,"['dà', 'NA']"
大军,"['dà', 'NA']"
大冶,"['dà', 'NA']"
大内乡,"['dà', 'NA', 'NA']"
大凡,"['dà', 'NA']"
大凡粗知,"['dà', 'NA', 'NA', 'NA']"
大刀,"['dà', 'NA']"
大刀阔斧,"['dà', 'NA', 'NA', 'NA']"
大先知书,"['dà', 'NA', 'NA', 'NA']"
大前天,"['dà', 'NA', 'NA']"
大前年,"['dà', 'NA', 'NA']"
大剪刀,"['dà', 'NA', 'NA']"
大副,"['dà', 'NA']"
大力,"['dà', 'NA']"
大力士,"['dà', 'NA', 'NA']"
大力水手,"['dà', 'NA', 'NA', 'NA']"
大力神,"['dà', 'NA', 'NA']"
大功,"['dà', 'NA']"
大功告成,"['dà', 'NA', 'NA', 'NA']"
大势所趋,"['dà', 'NA', 'NA', 'NA']"
大势至菩萨,"['dà', 'NA', 'NA', 'NA', 'NA']"
大匠,"['dà', 'NA']"
大半,"['dà', 'NA']"
大卫,"['dà', 'NA']"
大卫・米利班德,"['dà', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA']"
大印,"['dà', 'NA']"
大厅,"['dà', 'NA']"
大叔,"['dà', 'NA']"
大变,"['dà', 'NA']"
大口,"['dà', 'NA']"
大口径,"['dà', 'NA', 'NA']"
大司农,"['dā', 'NA', 'NA']"
大吃,"['dà', 'NA']"
大吃一惊,"['dà', 'NA', 'NA', 'NA']"
大吃特吃,"['dà', 'NA', 'NA', 'NA']"
大吉,"['dà', 'NA']"
大名,"['dà', 'NA']"
大名县,"['dà', 'NA', 'NA']"
大名鼎鼎,"['dà', 'NA', 'NA', 'NA']"
大后天,"['dà', 'NA', 'NA']"
大后年,"['dà', 'NA', 'NA']"
大吞噬细胞,"['dà', 'NA', 'NA', 'NA', 'NA']"
大呼小叫,"['dà', 'NA', 'NA', 'NA']"
大哥,"['dà', 'NA']"
大哭,"['dà', 'NA']"
大唐,"['dà', 'NA']"
大唐狄公案,"['dà', 'NA', 'NA', 'NA', 'NA']"
大唐芙蓉园,"['dà', 'NA', 'NA', 'NA', 'NA']"
大唐西域记,"['dà', 'NA', 'NA', 'NA', 'NA']"
大喊,"['dà', 'NA']"
大喜,"['dà', 'NA']"
大嗓,"['dà', 'NA']"
大器晚成,"['dà', 'NA', 'NA', 'NA']"
大四,"['dà', 'NA']"
