百分之,"['NA', 'fēn', 'NA']","['NA', 'fēn', 'NA']"
切结书,"['qiè', 'jié', 'NA']","['qiè', 'jié', 'NA']"
风切变,"['NA', 'qiē', 'NA']","['NA', 'qiē', 'NA']"
瓦砾堆,"['wǎ', 'NA', 'duī']","['wǎ', 'NA', 'duī']"
估堆儿,"['gū', 'duī', 'NA']","['gū', 'duī', 'NA']"
性恶论,"['NA', 'è', 'lùn']","['NA', 'è', 'lùn']"
唯理论,"['wéi', 'NA', 'lùn']","['wéi', 'NA', 'lùn']"
唯物论,"['wéi', 'NA', 'lùn']","['wéi', 'NA', 'lùn']"
唯心论,"['wéi', 'NA', 'lùn']","['wéi', 'NA', 'lùn']"
可知论,"['kě', 'NA', 'lùn']","['kě', 'NA', 'lùn']"
单源论,"['dān', 'NA', 'lùn']","['dān', 'NA', 'lùn']"
阴谋论,"['NA', 'NA', 'lùn']","['NA', 'NA', 'lùn']"
造舆论,"['NA', 'NA', 'lùn']","['NA', 'NA', 'lùn']"
资本论,"['NA', 'NA', 'lùn']","['NA', 'NA', 'lùn']"
多角体,"['NA', 'jiǎo', 'tǐ']","['NA', 'jiǎo', 'tǐ']"
圣体血,"['NA', 'tǐ', 'xuè']","['NA', 'tǐ', 'xuè']"
圣体节,"['NA', 'tǐ', 'jié']","['NA', 'tǐ', 'jié']"
团体行,"['NA', 'tǐ', 'xíng']","['NA', 'tǐ', 'xíng']"
噬菌体,"['NA', 'jūn', 'tǐ']","['NA', 'jūn', 'tǐ']"
合体字,"['hé', 'tǐ', 'NA']","['hé', 'tǐ', 'NA']"
压电体,"['yā', 'NA', 'tǐ']","['yā', 'NA', 'tǐ']"
单倍体,"['dān', 'NA', 'tǐ']","['dān', 'NA', 'tǐ']"
体重计,"['tǐ', 'zhòng', 'NA']","['tǐ', 'zhòng', 'NA']"
体重器,"['tǐ', 'zhòng', 'NA']","['tǐ', 'zhòng', 'NA']"
体育馆,"['tǐ', 'yù', 'NA']","['tǐ', 'yù', 'NA']"
体育界,"['tǐ', 'yù', 'NA']","['tǐ', 'yù', 'NA']"
一体化,"['NA', 'tǐ', 'huà']","['NA', 'tǐ', 'huà']"
黑体字,"['NA', 'tǐ', 'NA']","['NA', 'tǐ', 'NA']"
黄体酮,"['NA', 'tǐ', 'NA']","['NA', 'tǐ', 'NA']"
香体剂,"['NA', 'tǐ', 'NA']","['NA', 'tǐ', 'NA']"
非导体,"['NA', 'NA', 'tǐ']","['NA', 'NA', 'tǐ']"
集体户,"['NA', 'tǐ', 'NA']","['NA', 'tǐ', 'NA']"
闪烁体,"['NA', 'NA', 'tǐ']","['NA', 'NA', 'tǐ']"
连体婴,"['NA', 'tǐ', 'NA']","['NA', 'tǐ', 'NA']"
软体业,"['NA', 'tǐ', 'NA']","['NA', 'tǐ', 'NA']"
腺垂体,"['NA', 'NA', 'tǐ']","['NA', 'NA', 'tǐ']"
超导体,"['NA', 'NA', 'tǐ']","['NA', 'NA', 'tǐ']"
超媒体,"['NA', 'NA', 'tǐ']","['NA', 'NA', 'tǐ']"
记忆体,"['NA', 'NA', 'tǐ']","['NA', 'NA', 'tǐ']"
水浒传,"['NA', 'hǔ', 'zhuàn']","['NA', 'hǔ', 'zhuàn']"
传教士,"['chuán', 'jiào', 'NA']","['chuán', 'jiào', 'NA']"
传教团,"['chuán', 'jiào', 'NA']","['chuán', 'jiào', 'NA']"
传心术,"['chuán', 'NA', 'shù']","['chuán', 'NA', 'shù']"
传家宝,"['chuán', 'jiā', 'NA']","['chuán', 'jiā', 'NA']"
传动轴,"['chuán', 'NA', 'zhóu']","['chuán', 'NA', 'zhóu']"
热传导,"['NA', 'chuán', 'NA']","['NA', 'chuán', 'NA']"
性传播,"['NA', 'chuán', 'NA']","['NA', 'chuán', 'NA']"
宣传部,"['NA', 'chuán', 'NA']","['NA', 'chuán', 'NA']"
管委会,"['NA', 'wěi', 'huì']","['NA', 'wěi', 'huì']"
筹委会,"['NA', 'wěi', 'huì']","['NA', 'wěi', 'huì']"
福委会,"['NA', 'wěi', 'huì']","['NA', 'wěi', 'huì']"
村委会,"['NA', 'wěi', 'huì']","['NA', 'wěi', 'huì']"
新会区,"['NA', 'huì', 'qū']","['NA', 'huì', 'qū']"
执委会,"['NA', 'wěi', 'huì']","['NA', 'wěi', 'huì']"
广交会,"['guǎng', 'NA', 'huì']","['guǎng', 'NA', 'huì']"
常委会,"['NA', 'wěi', 'huì']","['NA', 'wěi', 'huì']"
共济会,"['NA', 'jì', 'huì']","['NA', 'jì', 'huì']"
奥委会,"['NA', 'wěi', 'huì']","['NA', 'wěi', 'huì']"
天地会,"['NA', 'dì', 'huì']","['NA', 'dì', 'huì']"
大刀会,"['dà', 'NA', 'huì']","['dà', 'NA', 'huì']"
四会市,"['NA', 'huì', 'shì']","['NA', 'huì', 'shì']"
呆会儿,"['dāi', 'huì', 'NA']","['dāi', 'huì', 'NA']"
发布会,"['fā', 'NA', 'huì']","['fā', 'NA', 'huì']"
区议会,"['qū', 'NA', 'huì']","['qū', 'NA', 'huì']"
劳委会,"['NA', 'wěi', 'huì']","['NA', 'wěi', 'huì']"
军委会,"['NA', 'wěi', 'huì']","['NA', 'wěi', 'huì']"
会里县,"['huì', 'lǐ', 'NA']","['huì', 'lǐ', 'NA']"
会宁县,"['huì', 'níng', 'NA']","['huì', 'níng', 'NA']"
会员国,"['huì', 'yuán', 'NA']","['huì', 'yuán', 'NA']"
会同县,"['huì', 'tóng', 'NA']","['huì', 'tóng', 'NA']"
会不会,"['huì', 'NA', 'huì']","['huì', 'NA', 'huì']"
乐施会,"['lè', 'NA', 'huì']","['lè', 'NA', 'huì']"
三合会,"['NA', 'hé', 'huì']","['NA', 'hé', 'huì']"
黑社会,"['NA', 'NA', 'huì']","['NA', 'NA', 'huì']"
高峰会,"['NA', 'NA', 'huì']","['NA', 'NA', 'huì']"
价格表,"['jià', 'gé', 'NA']","['jià', 'gé', 'NA']"
价值量,"['jià', 'NA', 'liàng']","['jià', 'NA', 'liàng']"
价值观,"['jià', 'NA', 'guān']","['jià', 'NA', 'guān']"
计价器,"['NA', 'jià', 'NA']","['NA', 'jià', 'NA']"
亲和性,"['qīn', 'hé', 'NA']","['qīn', 'hé', 'NA']"
亲和力,"['qīn', 'hé', 'NA']","['qīn', 'hé', 'NA']"
走亲戚,"['NA', 'qīn', 'NA']","['NA', 'qīn', 'NA']"
八角街,"['bā', 'jiǎo', 'NA']","['bā', 'jiǎo', 'NA']"
八角枫,"['bā', 'jiǎo', 'NA']","['bā', 'jiǎo', 'NA']"
八角形,"['bā', 'jiǎo', 'NA']","['bā', 'jiǎo', 'NA']"
八角床,"['bā', 'jiǎo', 'NA']","['bā', 'jiǎo', 'NA']"
八步区,"['bā', 'NA', 'qū']","['bā', 'NA', 'qū']"
八正道,"['bā', 'zhèng', 'NA']","['bā', 'zhèng', 'NA']"
八德市,"['bā', 'NA', 'shì']","['bā', 'NA', 'shì']"
八宿县,"['bā', 'sù', 'NA']","['bā', 'sù', 'NA']"
八字脚,"['bā', 'NA', 'jiǎo']","['bā', 'NA', 'jiǎo']"
八倍体,"['bā', 'NA', 'tǐ']","['bā', 'NA', 'tǐ']"
八会穴,"['bā', 'huì', 'NA']","['bā', 'huì', 'NA']"
低八度,"['NA', 'bā', 'dù']","['NA', 'bā', 'dù']"
无精症,"['wú', 'NA', 'zhèng']","['wú', 'NA', 'zhèng']"
无神论,"['wú', 'NA', 'lùn']","['wú', 'NA', 'lùn']"
无烟煤,"['wú', 'yān', 'NA']","['wú', 'yān', 'NA']"
无烟炭,"['wú', 'yān', 'NA']","['wú', 'yān', 'NA']"
无意间,"['wú', 'NA', 'jiān']","['wú', 'NA', 'jiān']"
无意识,"['wú', 'NA', 'shí']","['wú', 'NA', 'shí']"
无壳族,"['wú', 'ké', 'NA']","['wú', 'ké', 'NA']"
无名氏,"['wú', 'NA', 'shì']","['wú', 'NA', 'shì']"
无人区,"['wú', 'NA', 'qū']","['wú', 'NA', 'qū']"
无主见,"['wú', 'NA', 'jiàn']","['wú', 'NA', 'jiàn']"
无为县,"['wú', 'wéi', 'NA']","['wú', 'wéi', 'NA']"
大无畏,"['dà', 'wú', 'NA']","['dà', 'wú', 'NA']"
和得来,"['hé', 'de', 'NA']","['hé', 'de', 'NA']"
合得来,"['hé', 'de', 'NA']","['hé', 'de', 'NA']"
镇得住,"['NA', 'de', 'NA']","['NA', 'de', 'NA']"
得票率,"['dé', 'NA', 'lǜ']","['dé', 'NA', 'lǜ']"
彼得堡,"['NA', 'dé', 'bǎo']","['NA', 'dé', 'bǎo']"
听得见,"['NA', 'dé', 'jiàn']","['NA', 'dé', 'jiàn']"
佳得乐,"['NA', 'dé', 'lè']","['NA', 'dé', 'lè']"
不得已,"['NA', 'dé', 'yǐ']","['NA', 'dé', 'yǐ']"
不得劲,"['NA', 'dé', 'jìn']","['NA', 'dé', 'jìn']"
鼠得克,"['NA', 'dé', 'NA']","['NA', 'dé', 'NA']"
路得记,"['NA', 'dé', 'NA']","['NA', 'dé', 'NA']"
赶得及,"['NA', 'dé', 'NA']","['NA', 'dé', 'NA']"
获得者,"['NA', 'dé', 'NA']","['NA', 'dé', 'NA']"
城中区,"['NA', 'zhōng', 'qū']","['NA', 'zhōng', 'qū']"
地震中,"['dì', 'NA', 'zhōng']","['dì', 'NA', 'zhōng']"
地中海,"['dì', 'zhōng', 'NA']","['dì', 'zhōng', 'NA']"
在其中,"['NA', 'qí', 'zhōng']","['NA', 'qí', 'zhōng']"
呼中区,"['NA', 'zhōng', 'qū']","['NA', 'zhōng', 'qū']"
吴中区,"['NA', 'zhōng', 'qū']","['NA', 'zhōng', 'qū']"
台中县,"['tái', 'zhōng', 'NA']","['tái', 'zhōng', 'NA']"
发展中,"['fā', 'NA', 'zhōng']","['fā', 'NA', 'zhōng']"
半空中,"['NA', 'kōng', 'zhōng']","['NA', 'kōng', 'zhōng']"
俄中朝,"['NA', 'zhōng', 'cháo']","['NA', 'zhōng', 'cháo']"
中间层,"['zhōng', 'jiān', 'NA']","['zhōng', 'jiān', 'NA']"
中间名,"['zhōng', 'jiān', 'NA']","['zhōng', 'jiān', 'NA']"
中间件,"['zhōng', 'jiān', 'NA']","['zhōng', 'jiān', 'NA']"
中间人,"['zhōng', 'jiān', 'NA']","['zhōng', 'jiān', 'NA']"
中量级,"['zhōng', 'liàng', 'NA']","['zhōng', 'liàng', 'NA']"
中转站,"['zhōng', 'zhuǎn', 'NA']","['zhōng', 'zhuǎn', 'NA']"
中西区,"['zhōng', 'NA', 'qū']","['zhōng', 'NA', 'qū']"
中立派,"['zhōng', 'NA', 'pài']","['zhōng', 'NA', 'pài']"
中秋节,"['zhōng', 'NA', 'jié']","['zhōng', 'NA', 'jié']"
中研院,"['zhōng', 'yán', 'NA']","['zhōng', 'yán', 'NA']"
中港台,"['zhōng', 'NA', 'tái']","['zhōng', 'NA', 'tái']"
中洋脊,"['zhōng', 'NA', 'jǐ']","['zhōng', 'NA', 'jǐ']"
中提琴,"['zhōng', 'tí', 'NA']","['zhōng', 'tí', 'NA']"
中心语,"['zhōng', 'NA', 'yǔ']","['zhōng', 'NA', 'yǔ']"
中山服,"['zhōng', 'NA', 'fú']","['zhōng', 'NA', 'fú']"
中山市,"['zhōng', 'NA', 'shì']","['zhōng', 'NA', 'shì']"
中宁县,"['zhōng', 'níng', 'NA']","['zhōng', 'níng', 'NA']"
中子数,"['zhōng', 'NA', 'shù']","['zhōng', 'NA', 'shù']"
中子弹,"['zhōng', 'NA', 'dàn']","['zhōng', 'NA', 'dàn']"
中央省,"['zhōng', 'NA', 'shěng']","['zhōng', 'NA', 'shěng']"
中国通,"['zhōng', 'NA', 'tōng']","['zhōng', 'NA', 'tōng']"
中国化,"['zhōng', 'NA', 'huà']","['zhōng', 'NA', 'huà']"
中和剂,"['zhōng', 'hé', 'NA']","['zhōng', 'hé', 'NA']"
中压管,"['zhōng', 'yā', 'NA']","['zhōng', 'yā', 'NA']"
中卫市,"['zhōng', 'NA', 'shì']","['zhōng', 'NA', 'shì']"
中南部,"['zhōng', 'nán', 'NA']","['zhōng', 'nán', 'NA']"
中南海,"['zhōng', 'nán', 'NA']","['zhōng', 'nán', 'NA']"
傻大个,"['NA', 'dà', 'gè']","['NA', 'dà', 'gè']"
个旧市,"['gè', 'NA', 'shì']","['gè', 'NA', 'shì']"
个性化,"['gè', 'NA', 'huà']","['gè', 'NA', 'huà']"
个头儿,"['gè', 'tóu', 'NA']","['gè', 'tóu', 'NA']"
个体户,"['gè', 'tǐ', 'NA']","['gè', 'tǐ', 'NA']"
个中人,"['gè', 'zhōng', 'NA']","['gè', 'zhōng', 'NA']"
上个月,"['shàng', 'gè', 'NA']","['shàng', 'gè', 'NA']"
垦丁市,"['NA', 'dīng', 'shì']","['NA', 'dīng', 'shì']"
卡尼丁,"['kǎ', 'NA', 'dīng']","['kǎ', 'NA', 'dīng']"
丁肇中,"['dīng', 'NA', 'zhōng']","['dīng', 'NA', 'zhōng']"
丁字尺,"['dīng', 'NA', 'chǐ']","['dīng', 'NA', 'chǐ']"
马丁炉,"['NA', 'dīng', 'NA']","['NA', 'dīng', 'NA']"
马丁尼,"['NA', 'dīng', 'NA']","['NA', 'dīng', 'NA']"
贺普丁,"['NA', 'NA', 'dīng']","['NA', 'NA', 'dīng']"
诺丁汉,"['NA', 'dīng', 'NA']","['NA', 'dīng', 'NA']"
紫丁香,"['NA', 'dīng', 'NA']","['NA', 'dīng', 'NA']"
应力场,"['yìng', 'NA', 'chǎng']","['yìng', 'NA', 'chǎng']"
反应堆,"['NA', 'yìng', 'duī']","['NA', 'yìng', 'duī']"
不应期,"['NA', 'yìng', 'qī']","['NA', 'yìng', 'qī']"
馕糟<pad>,"['nǎng', 'NA', '<pad>']","['nǎng', 'NA', '<pad>']"
驮运<pad>,"['tuó', 'NA', '<pad>']","['tuó', 'NA', '<pad>']"
遛狗<pad>,"['liù', 'NA', '<pad>']","['liù', 'NA', '<pad>']"
<unk>蛄<pad>,"['NA', 'gū', '<pad>']","['NA', 'gū', '<pad>']"
蚂<unk><pad>,"['mǎ', 'NA', '<pad>']","['mǎ', 'NA', '<pad>']"
虺虺<pad>,"['huǐ', 'huǐ', '<pad>']","['huǐ', 'huǐ', '<pad>']"
莘莘<pad>,"['shēn', 'shēn', '<pad>']","['shēn', 'shēn', '<pad>']"
连翘<pad>,"['NA', 'qiáo', '<pad>']","['NA', 'qiáo', '<pad>']"
翘首<pad>,"['qiáo', 'NA', '<pad>']","['qiáo', 'NA', '<pad>']"
香蕉<pad>,"['NA', 'jiāo', '<pad>']","['NA', 'jiāo', '<pad>']"
颠簸<pad>,"['NA', 'bǒ', '<pad>']","['NA', 'bǒ', '<pad>']"
稍等<pad>,"['shāo', 'NA', '<pad>']","['shāo', 'NA', '<pad>']"
稍早<pad>,"['shāo', 'NA', '<pad>']","['shāo', 'NA', '<pad>']"
阇黎<pad>,"['shé', 'NA', '<pad>']","['shé', 'NA', '<pad>']"
烙饼<pad>,"['lào', 'NA', '<pad>']","['lào', 'NA', '<pad>']"
龙芯<pad>,"['NA', 'xīn', '<pad>']","['NA', 'xīn', '<pad>']"
青苔<pad>,"['NA', 'tái', '<pad>']","['NA', 'tái', '<pad>']"
银苔<pad>,"['NA', 'tái', '<pad>']","['NA', 'tái', '<pad>']"
藓苔<pad>,"['NA', 'tái', '<pad>']","['NA', 'tái', '<pad>']"
溺职<pad>,"['nì', 'NA', '<pad>']","['nì', 'NA', '<pad>']"
溺爱<pad>,"['nì', 'NA', '<pad>']","['nì', 'NA', '<pad>']"
沈阳<pad>,"['shěn', 'NA', '<pad>']","['shěn', 'NA', '<pad>']"
高涨<pad>,"['NA', 'zhǎng', '<pad>']","['NA', 'zhǎng', '<pad>']"
飞涨<pad>,"['NA', 'zhǎng', '<pad>']","['NA', 'zhǎng', '<pad>']"
飙涨<pad>,"['NA', 'zhǎng', '<pad>']","['NA', 'zhǎng', '<pad>']"
涨风<pad>,"['zhǎng', 'NA', '<pad>']","['zhǎng', 'NA', '<pad>']"
莳萝<pad>,"['shí', 'NA', '<pad>']","['shí', 'NA', '<pad>']"
绷紧<pad>,"['bēng', 'NA', '<pad>']","['bēng', 'NA', '<pad>']"
绷簧<pad>,"['bēng', 'NA', '<pad>']","['bēng', 'NA', '<pad>']"
酸橙<pad>,"['NA', 'chéng', '<pad>']","['NA', 'chéng', '<pad>']"
香橙<pad>,"['NA', 'chéng', '<pad>']","['NA', 'chéng', '<pad>']"
蔓草<pad>,"['màn', 'NA', '<pad>']","['màn', 'NA', '<pad>']"
脑杓<pad>,"['NA', 'sháo', '<pad>']","['NA', 'sháo', '<pad>']"
飞蛾<pad>,"['NA', 'é', '<pad>']","['NA', 'é', '<pad>']"
蛾类<pad>,"['é', 'NA', '<pad>']","['é', 'NA', '<pad>']"
豁达<pad>,"['huò', 'NA', '<pad>']","['huò', 'NA', '<pad>']"
铅锤<pad>,"['qiān', 'NA', '<pad>']","['qiān', 'NA', '<pad>']"
铅<unk><pad>,"['qiān', 'NA', '<pad>']","['qiān', 'NA', '<pad>']"
铅笔<pad>,"['qiān', 'NA', '<pad>']","['qiān', 'NA', '<pad>']"
撩拨<pad>,"['liáo', 'NA', '<pad>']","['liáo', 'NA', '<pad>']"
栅条<pad>,"['zhà', 'NA', '<pad>']","['zhà', 'NA', '<pad>']"
栅栏<pad>,"['zhà', 'NA', '<pad>']","['zhà', 'NA', '<pad>']"
澄迈<pad>,"['chéng', 'NA', '<pad>']","['chéng', 'NA', '<pad>']"
澄澈<pad>,"['chéng', 'NA', '<pad>']","['chéng', 'NA', '<pad>']"
澄渊<pad>,"['chéng', 'NA', '<pad>']","['chéng', 'NA', '<pad>']"
澄清<pad>,"['chéng', 'NA', '<pad>']","['chéng', 'NA', '<pad>']"
裹挟<pad>,"['NA', 'xié', '<pad>']","['NA', 'xié', '<pad>']"
疏浚<pad>,"['NA', 'jùn', '<pad>']","['NA', 'jùn', '<pad>']"
荆芥<pad>,"['NA', 'jiè', '<pad>']","['NA', 'jiè', '<pad>']"
芥蒂<pad>,"['jiè', 'NA', '<pad>']","['jiè', 'NA', '<pad>']"
芥菜<pad>,"['jiè', 'NA', '<pad>']","['jiè', 'NA', '<pad>']"
拚财<pad>,"['pàn', 'NA', '<pad>']","['pàn', 'NA', '<pad>']"
拚死<pad>,"['pàn', 'NA', '<pad>']","['pàn', 'NA', '<pad>']"
清拆<pad>,"['NA', 'chāi', '<pad>']","['NA', 'chāi', '<pad>']"
拆除<pad>,"['chāi', 'NA', '<pad>']","['chāi', 'NA', '<pad>']"
拆迁<pad>,"['chāi', 'NA', '<pad>']","['chāi', 'NA', '<pad>']"
扳钳<pad>,"['bān', 'NA', '<pad>']","['bān', 'NA', '<pad>']"
违拗<pad>,"['NA', 'ào', '<pad>']","['NA', 'ào', '<pad>']"
缪巧<pad>,"['miù', 'NA', '<pad>']","['miù', 'NA', '<pad>']"
澹然<pad>,"['dàn', 'NA', '<pad>']","['dàn', 'NA', '<pad>']"
美眄<pad>,"['NA', 'miǎn', '<pad>']","['NA', 'miǎn', '<pad>']"
叨叨<pad>,"['<unk>', 'dao', '<pad>']","['dao', 'dao', '<pad>']"
闷雷<pad>,"['mèn', 'NA', '<pad>']","['mèn', 'NA', '<pad>']"
闷酒<pad>,"['mèn', 'NA', '<pad>']","['mèn', 'NA', '<pad>']"
颤抖<pad>,"['chàn', 'NA', '<pad>']","['chàn', 'NA', '<pad>']"
颤<unk><pad>,"['chàn', 'NA', '<pad>']","['chàn', 'NA', '<pad>']"
颤声<pad>,"['chàn', 'NA', '<pad>']","['chàn', 'NA', '<pad>']"
颤动<pad>,"['chàn', 'NA', '<pad>']","['chàn', 'NA', '<pad>']"
逐渐<pad>,"['NA', 'jiàn', '<pad>']","['NA', 'jiàn', '<pad>']"
积渐<pad>,"['NA', 'jiàn', '<pad>']","['NA', 'jiàn', '<pad>']"
<unk>虹<pad>,"['NA', 'hóng', '<pad>']","['NA', 'hóng', '<pad>']"
荤<unk><pad>,"['hūn', 'NA', '<pad>']","['hūn', 'NA', '<pad>']"
荤菜<pad>,"['hūn', 'NA', '<pad>']","['hūn', 'NA', '<pad>']"
暂搁<pad>,"['NA', 'gē', '<pad>']","['NA', 'gē', '<pad>']"
飘洒<pad>,"['NA', 'sǎ', '<pad>']","['NA', 'sǎ', '<pad>']"
萧洒<pad>,"['NA', 'sǎ', '<pad>']","['NA', 'sǎ', '<pad>']"
花洒<pad>,"['NA', 'sǎ', '<pad>']","['NA', 'sǎ', '<pad>']"
脱洒<pad>,"['NA', 'sǎ', '<pad>']","['NA', 'sǎ', '<pad>']"
防艾<pad>,"['NA', 'ài', '<pad>']","['NA', 'ài', '<pad>']"
擘画<pad>,"['bò', 'NA', '<pad>']","['bò', 'NA', '<pad>']"
嵌进<pad>,"['qiàn', 'NA', '<pad>']","['qiàn', 'NA', '<pad>']"
峒室<pad>,"['dòng', 'NA', '<pad>']","['dòng', 'NA', '<pad>']"
蹲踞<pad>,"['dūn', 'NA', '<pad>']","['dūn', 'NA', '<pad>']"
蹲膘<pad>,"['dūn', 'NA', '<pad>']","['dūn', 'NA', '<pad>']"
海扁<pad>,"['NA', 'biǎn', '<pad>']","['NA', 'biǎn', '<pad>']"
欠扁<pad>,"['NA', 'biǎn', '<pad>']","['NA', 'biǎn', '<pad>']"
缴费<pad>,"['jiǎo', 'NA', '<pad>']","['jiǎo', 'NA', '<pad>']"
缴获<pad>,"['jiǎo', 'NA', '<pad>']","['jiǎo', 'NA', '<pad>']"
缴纳<pad>,"['jiǎo', 'NA', '<pad>']","['jiǎo', 'NA', '<pad>']"
缴税<pad>,"['jiǎo', 'NA', '<pad>']","['jiǎo', 'NA', '<pad>']"
谜题<pad>,"['mí', 'NA', '<pad>']","['mí', 'NA', '<pad>']"
锦屏<pad>,"['NA', 'píng', '<pad>']","['NA', 'píng', '<pad>']"
银屏<pad>,"['NA', 'píng', '<pad>']","['NA', 'píng', '<pad>']"
触屏<pad>,"['NA', 'píng', '<pad>']","['NA', 'píng', '<pad>']"
视屏<pad>,"['NA', 'píng', '<pad>']","['NA', 'píng', '<pad>']"
<unk>屏<pad>,"['NA', 'píng', '<pad>']","['NA', 'píng', '<pad>']"
零担<pad>,"['NA', 'dān', '<pad>']","['NA', 'dān', '<pad>']"
负担<pad>,"['NA', 'dān', '<pad>']","['NA', 'dān', '<pad>']"
挑逗<pad>,"['tiǎo', 'NA', '<pad>']","['tiǎo', 'NA', '<pad>']"
挑起<pad>,"['tiǎo', 'NA', '<pad>']","['tiǎo', 'NA', '<pad>']"
挑衅<pad>,"['tiǎo', 'NA', '<pad>']","['tiǎo', 'NA', '<pad>']"
挑花<pad>,"['tiǎo', 'NA', '<pad>']","['tiǎo', 'NA', '<pad>']"
苦熬<pad>,"['NA', 'áo', '<pad>']","['NA', 'áo', '<pad>']"
追寻<pad>,"['NA', 'xún', '<pad>']","['NA', 'xún', '<pad>']"
访寻<pad>,"['NA', 'xún', '<pad>']","['NA', 'xún', '<pad>']"
<unk>寻<pad>,"['NA', 'xún', '<pad>']","['NA', 'xún', '<pad>']"
英寻<pad>,"['NA', 'xún', '<pad>']","['NA', 'xún', '<pad>']"
搜寻<pad>,"['NA', 'xún', '<pad>']","['NA', 'xún', '<pad>']"
推寻<pad>,"['NA', 'xún', '<pad>']","['NA', 'xún', '<pad>']"
探寻<pad>,"['NA', 'xún', '<pad>']","['NA', 'xún', '<pad>']"
找寻<pad>,"['NA', 'xún', '<pad>']","['NA', 'xún', '<pad>']"
驱邪<pad>,"['NA', 'xié', '<pad>']","['NA', 'xié', '<pad>']"
风邪<pad>,"['NA', 'xié', '<pad>']","['NA', 'xié', '<pad>']"
除邪<pad>,"['NA', 'xié', '<pad>']","['NA', 'xié', '<pad>']"
邪魔<pad>,"['xié', 'NA', '<pad>']","['xié', 'NA', '<pad>']"
裁缝<pad>,"['NA', 'féng', '<pad>']","['NA', 'féng', '<pad>']"
缝针<pad>,"['féng', 'NA', '<pad>']","['féng', 'NA', '<pad>']"
蛤蟹<pad>,"['há', 'NA', '<pad>']","['há', 'NA', '<pad>']"
掖门<pad>,"['yè', 'NA', '<pad>']","['yè', 'NA', '<pad>']"
木夯<pad>,"['NA', 'hāng', '<pad>']","['NA', 'hāng', '<pad>']"
夯砣<pad>,"['hāng', 'NA', '<pad>']","['hāng', 'NA', '<pad>']"
夯汉<pad>,"['hāng', 'NA', '<pad>']","['hāng', 'NA', '<pad>']"
轮椅<pad>,"['NA', 'yǐ', '<pad>']","['NA', 'yǐ', '<pad>']"
躺椅<pad>,"['NA', 'yǐ', '<pad>']","['NA', 'yǐ', '<pad>']"
饰钉<pad>,"['NA', 'dīng', '<pad>']","['NA', 'dīng', '<pad>']"
<unk>钉<pad>,"['NA', 'dīng', '<pad>']","['NA', 'dīng', '<pad>']"
钉锤<pad>,"['dīng', 'NA', '<pad>']","['dīng', 'NA', '<pad>']"
钉螺<pad>,"['dīng', 'NA', '<pad>']","['dīng', 'NA', '<pad>']"
钉牢<pad>,"['dīng', 'NA', '<pad>']","['dīng', 'NA', '<pad>']"
螺纹<pad>,"['NA', 'wén', '<pad>']","['NA', 'wén', '<pad>']"
花纹<pad>,"['NA', 'wén', '<pad>']","['NA', 'wén', '<pad>']"
纹饰<pad>,"['wén', 'NA', '<pad>']","['wén', 'NA', '<pad>']"
移殖<pad>,"['NA', 'zhí', '<pad>']","['NA', 'zhí', '<pad>']"
荫蔽<pad>,"['yìn', 'NA', '<pad>']","['yìn', 'NA', '<pad>']"
嗳酸<pad>,"['ài', 'NA', '<pad>']","['ài', 'NA', '<pad>']"
教育界,"['jiào', 'yù', 'NA']","['jiào', 'yù', 'NA']"
教育性,"['jiào', 'yù', 'NA']","['jiào', 'yù', 'NA']"
教育学,"['jiào', 'yù', 'NA']","['jiào', 'yù', 'NA']"
教职员,"['jiào', 'NA', 'yuán']","['jiào', 'NA', 'yuán']"
教研室,"['jiào', 'yán', 'NA']","['jiào', 'yán', 'NA']"
摩尼教,"['mó', 'NA', 'jiào']","['mó', 'NA', 'jiào']"
性教育,"['NA', 'jiào', 'yù']","['NA', 'jiào', 'yù']"
佛教徒,"['fó', 'jiào', 'NA']","['fó', 'jiào', 'NA']"
伏都教,"['NA', 'dū', 'jiào']","['NA', 'dū', 'jiào']"
东正教,"['NA', 'zhèng', 'jiào']","['NA', 'zhèng', 'jiào']"
非宗教,"['NA', 'NA', 'jiào']","['NA', 'NA', 'jiào']"
锡克教,"['NA', 'NA', 'jiào']","['NA', 'NA', 'jiào']"
道教徒,"['NA', 'jiào', 'NA']","['NA', 'jiào', 'NA']"
方解石,"['NA', 'jiě', 'shí']","['NA', 'jiě', 'shí']"
不可解,"['NA', 'kě', 'jiě']","['NA', 'kě', 'jiě']"
看一看,"['kàn', 'NA', 'kàn']","['kàn', 'NA', 'kàn']"
据我看,"['jù', 'NA', 'kàn']","['jù', 'NA', 'kàn']"
穷酸相,"['NA', 'NA', 'xiàng']","['NA', 'NA', 'xiàng']"
照相馆,"['NA', 'xiàng', 'NA']","['NA', 'xiàng', 'NA']"
照相机,"['NA', 'xiàng', 'NA']","['NA', 'xiàng', 'NA']"
有了胎,"['yǒu', 'le', 'NA']","['yǒu', 'le', 'NA']"
怎么了,"['NA', 'me', 'le']","['NA', 'me', 'le']"
太好了,"['NA', 'hǎo', 'le']","['NA', 'hǎo', 'le']"
反空降,"['NA', 'kōng', 'jiàng']","['NA', 'kōng', 'jiàng']"
广告片,"['guǎng', 'NA', 'piàn']","['guǎng', 'NA', 'piàn']"
单片机,"['dān', 'piàn', 'NA']","['dān', 'piàn', 'NA']"
