text,target,pred
并发症,"['bìng', 'fā', 'zhèng']","['bìng', 'fā', 'zhèng']"
并行口,"['bìng', 'xíng', 'NA']","['bìng', 'xíng', 'NA']"
并系群,"['bìng', 'xì', 'NA']","['bìng', 'xì', 'NA']"
长蛇阵,"['cháng', 'shé', 'NA']","['cháng', 'shé', 'NA']"
长蛇座,"['cháng', 'shé', 'NA']","['cháng', 'shé', 'NA']"
蛇麻草,"['shé', 'má', 'NA']","['shé', 'má', 'NA']"
蛇绿岩,"['shé', 'lǜ', 'NA']","['shé', 'lǜ', 'NA']"
蛇纹岩,"['shé', 'wén', 'NA']","['shé', 'wén', 'NA']"
蛇夫座,"['shé', 'fū', 'NA']","['shé', 'fū', 'NA']"
鼎盛期,"['NA', 'shèng', 'qī']","['NA', 'shèng', 'qī']"
长期性,"['cháng', 'qī', 'NA']","['cháng', 'qī', 'NA']"
育龄期,"['yù', 'NA', 'qī']","['yù', 'NA', 'qī']"
期末考,"['qī', 'mò', 'NA']","['qī', 'mò', 'NA']"
有效期,"['yǒu', 'NA', 'qī']","['yǒu', 'NA', 'qī']"
星期六,"['NA', 'qī', 'liù']","['NA', 'qī', 'liù']"
星期几,"['NA', 'qī', 'jǐ']","['NA', 'qī', 'jǐ']"
拔节期,"['NA', 'jié', 'qī']","['NA', 'jié', 'qī']"
思春期,"['sī', 'NA', 'qī']","['sī', 'NA', 'qī']"
载重量,"['zài', 'zhòng', 'liàng']","['zài', 'zhòng', 'liàng']"
载弹量,"['zài', 'dàn', 'liàng']","['zài', 'dàn', 'liàng']"
塔什干,"['tǎ', 'shí', 'gān']","['tǎ', 'shí', 'gān']"
眼干症,"['NA', 'gān', 'zhèng']","['NA', 'gān', 'zhèng']"
江干区,"['NA', 'gān', 'qū']","['NA', 'gān', 'qū']"
干眼症,"['gān', 'NA', 'zhèng']","['gān', 'NA', 'zhèng']"
干打垒,"['gān', 'dǎ', 'NA']","['gān', 'dǎ', 'NA']"
打地铺,"['dǎ', 'dì', 'pù']","['dǎ', 'dì', 'pù']"
麦地那,"['NA', 'dì', 'nà']","['NA', 'dì', 'nà']"
马拉地,"['NA', 'lā', 'dì']","['NA', 'lā', 'dì']"
雪地车,"['NA', 'dì', 'chē']","['NA', 'dì', 'chē']"
集散地,"['NA', 'sàn', 'dì']","['NA', 'sàn', 'dì']"
跨地区,"['NA', 'dì', 'qū']","['NA', 'dì', 'qū']"
跑马地,"['pǎo', 'NA', 'dì']","['pǎo', 'NA', 'dì']"
裸地化,"['NA', 'dì', 'huà']","['NA', 'dì', 'huà']"
<unk>地里,"['NA', 'dì', 'lǐ']","['NA', 'dì', 'lǐ']"
蒲隆地,"['NA', 'lóng', 'dì']","['NA', 'lóng', 'dì']"
落地签,"['luò', 'dì', 'NA']","['luò', 'dì', 'NA']"
落地窗,"['luò', 'dì', 'NA']","['luò', 'dì', 'NA']"
落地灯,"['luò', 'dì', 'NA']","['luò', 'dì', 'NA']"
背地风,"['bèi', 'dì', 'NA']","['bèi', 'dì', 'NA']"
红地毯,"['hóng', 'dì', 'NA']","['hóng', 'dì', 'NA']"
空对地,"['kōng', 'NA', 'dì']","['kōng', 'NA', 'dì']"
过氧化,"['guò', 'NA', 'huà']","['guò', 'NA', 'huà']"
过山车,"['guò', 'NA', 'chē']","['guò', 'NA', 'chē']"
横筋斗,"['héng', 'NA', 'dǒu']","['héng', 'NA', 'dǒu']"
灾难片,"['NA', 'nàn', 'piàn']","['NA', 'nàn', 'piàn']"
过家家,"['guò', 'jiā', 'jiā']","['guò', 'jiā', 'jiā']"
银行家,"['NA', 'háng', 'jiā']","['NA', 'háng', 'jiā']"
观察家,"['guān', 'NA', 'jiā']","['guān', 'NA', 'jiā']"
苏家屯,"['NA', 'jiā', 'tún']","['NA', 'jiā', 'tún']"
艺术家,"['NA', 'shù', 'jiā']","['NA', 'shù', 'jiā']"
美食家,"['NA', 'shí', 'jiā']","['NA', 'shí', 'jiā']"
罗家英,"['luó', 'jiā', 'NA']","['luó', 'jiā', 'NA']"
私家车,"['NA', 'jiā', 'chē']","['NA', 'jiā', 'chē']"
石家庄,"['shí', 'jiā', 'NA']","['shí', 'jiā', 'NA']"
王家瑞,"['wáng', 'jiā', 'NA']","['wáng', 'jiā', 'NA']"
王家卫,"['wáng', 'jiā', 'NA']","['wáng', 'jiā', 'NA']"
核国家,"['hé', 'NA', 'jiā']","['hé', 'NA', 'jiā']"
沙家浜,"['shā', 'jiā', 'NA']","['shā', 'jiā', 'NA']"
杨家将,"['NA', 'jiā', 'jiàng']","['NA', 'jiā', 'jiàng']"
数学家,"['shù', 'NA', 'jiā']","['shù', 'NA', 'jiā']"
改革家,"['NA', 'gé', 'jiā']","['NA', 'gé', 'jiā']"
收藏家,"['NA', 'cáng', 'jiā']","['NA', 'cáng', 'jiā']"
指挥家,"['zhǐ', 'NA', 'jiā']","['zhǐ', 'NA', 'jiā']"
拉家常,"['lā', 'jiā', 'NA']","['lā', 'jiā', 'NA']"
思想家,"['sī', 'NA', 'jiā']","['sī', 'NA', 'jiā']"
张家长,"['NA', 'jiā', 'cháng']","['NA', 'jiā', 'cháng']"
小说家,"['NA', 'shuō', 'jiā']","['NA', 'shuō', 'jiā']"
家政员,"['jiā', 'NA', 'yuán']","['jiā', 'NA', 'yuán']"
识字率,"['shí', 'NA', 'lǜ']","['shí', 'NA', 'lǜ']"
别提了,"['bié', 'tí', 'le']","['bié', 'tí', 'le']"
阿凡提,"['ā', 'NA', 'tí']","['ā', 'NA', 'tí']"
芭提雅,"['NA', 'tí', 'yǎ']","['NA', 'tí', 'yǎ']"
普拉提,"['NA', 'lā', 'tí']","['NA', 'lā', 'tí']"
提货单,"['tí', 'NA', 'dān']","['tí', 'NA', 'dān']"
提款卡,"['tí', 'NA', 'kǎ']","['tí', 'NA', 'kǎ']"
提摩太,"['tí', 'mó', 'NA']","['tí', 'mó', 'NA']"
提尔市,"['tí', 'NA', 'shì']","['tí', 'NA', 'shì']"
见阎王,"['jiàn', 'NA', 'wáng']","['jiàn', 'NA', 'wáng']"
见习员,"['jiàn', 'NA', 'yuán']","['jiàn', 'NA', 'yuán']"
能见度,"['NA', 'jiàn', 'dù']","['NA', 'jiàn', 'dù']"
夫妻脸,"['fū', 'qī', 'NA']","['fū', 'qī', 'NA']"
芋头色,"['NA', 'tou', 'sè']","['NA', 'tou', 'sè']"
约瑟夫,"['yuē', 'NA', 'fū']","['yuē', 'NA', 'fū']"
约沙法,"['yuē', 'shā', 'NA']","['yuē', 'shā', 'NA']"
隆格尔,"['lóng', 'gé', 'NA']","['lóng', 'gé', 'NA']"
笛沙格,"['NA', 'shā', 'gé']","['NA', 'shā', 'gé']"
瓦良格,"['wǎ', 'NA', 'gé']","['wǎ', 'NA', 'gé']"
马其顿,"['NA', 'qí', 'dùn']","['NA', 'qí', 'dùn']"
正蓝旗,"['zhèng', 'lán', 'NA']","['zhèng', 'lán', 'NA']"
辽宁省,"['NA', 'níng', 'shěng']","['NA', 'níng', 'shěng']"
玉红省,"['NA', 'hóng', 'shěng']","['NA', 'hóng', 'shěng']"
湖南省,"['NA', 'nán', 'shěng']","['NA', 'nán', 'shěng']"
蹲便器,"['dūn', 'biàn', 'NA']","['dūn', 'biàn', 'NA']"
搭便车,"['NA', 'biàn', 'chē']","['NA', 'biàn', 'chē']"
小便斗,"['NA', 'biàn', 'dǒu']","['NA', 'biàn', 'dǒu']"
大小便,"['dà', 'NA', 'biàn']","['dà', 'NA', 'biàn']"
弹拨乐,"['tán', 'NA', 'yuè']","['tán', 'NA', 'yuè']"
乐亭县,"['lào', 'NA', 'NA']","['lào', 'NA', 'NA']"
马伯乐,"['NA', 'bó', 'lè']","['NA', 'bó', 'lè']"
陶乐县,"['táo', 'lè', 'NA']","['táo', 'lè', 'NA']"
脆谷乐,"['NA', 'gǔ', 'lè']","['NA', 'gǔ', 'lè']"
游乐场,"['NA', 'lè', 'chǎng']","['NA', 'lè', 'chǎng']"
汤博乐,"['tāng', 'NA', 'lè']","['tāng', 'NA', 'lè']"
思乐冰,"['sī', 'lè', 'NA']","['sī', 'lè', 'NA']"
骨碌碌,"['gǔ', 'lù', 'lù']","['gǔ', 'lù', 'lù']"
膝盖骨,"['NA', 'gài', 'gǔ']","['NA', 'gài', 'gǔ']"
脊梁骨,"['jǐ', 'NA', 'gǔ']","['jǐ', 'NA', 'gǔ']"
采购员,"['cǎi', 'NA', 'yuán']","['cǎi', 'NA', 'yuán']"
着劲儿,"['zhuó', 'jìn', 'NA']","['zhuó', 'jìn', 'NA']"
省劲儿,"['shěng', 'jìn', 'NA']","['shěng', 'jìn', 'NA']"
没劲儿,"['méi', 'jìn', 'NA']","['méi', 'jìn', 'NA']"
可劲儿,"['kě', 'jìn', 'NA']","['kě', 'jìn', 'NA']"
石南属,"['shí', 'nán', 'shǔ']","['shí', 'nán', 'shǔ']"
芸苔属,"['NA', 'tái', 'shǔ']","['NA', 'tái', 'shǔ']"
石竹属,"['shí', 'NA', 'shǔ']","['shí', 'NA', 'shǔ']"
沙棘属,"['shā', 'NA', 'shǔ']","['shā', 'NA', 'shǔ']"
无所属,"['wú', 'NA', 'shǔ']","['wú', 'NA', 'shǔ']"
采石场,"['cǎi', 'shí', 'chǎng']","['cǎi', 'shí', 'chǎng']"
采矿场,"['cǎi', 'NA', 'chǎng']","['cǎi', 'NA', 'chǎng']"
采砂场,"['cǎi', 'NA', 'chǎng']","['cǎi', 'NA', 'chǎng']"
走过场,"['NA', 'guò', 'chǎng']","['NA', 'guò', 'chǎng']"
现场会,"['NA', 'chǎng', 'huì']","['NA', 'chǎng', 'huì']"
地积单,"['dì', 'NA', 'dān']","['dì', 'NA', 'dān']"
单音节,"['dān', 'NA', 'jié']","['dān', 'NA', 'jié']"
单速车,"['dān', 'NA', 'chē']","['dān', 'NA', 'chē']"
单轮车,"['dān', 'NA', 'chē']","['dān', 'NA', 'chē']"
单行道,"['dān', 'xíng', 'NA']","['dān', 'xíng', 'NA']"
单行线,"['dān', 'xíng', 'NA']","['dān', 'xíng', 'NA']"
单行本,"['dān', 'xíng', 'NA']","['dān', 'xíng', 'NA']"
单色画,"['dān', 'sè', 'NA']","['dān', 'sè', 'NA']"
单脚跳,"['dān', 'jiǎo', 'NA']","['dān', 'jiǎo', 'NA']"
有责任,"['yǒu', 'NA', 'rèn']","['yǒu', 'NA', 'rèn']"
委任书,"['wěi', 'rèn', 'NA']","['wěi', 'rèn', 'NA']"
可信任,"['kě', 'NA', 'rèn']","['kě', 'NA', 'rèn']"
任达华,"['rèn', 'NA', 'huá']","['rèn', 'NA', 'huá']"
鲜橙多,"['xiān', 'chéng', 'NA']","['xiān', 'chéng', 'NA']"
阿拉瓦,"['ā', 'lā', 'wǎ']","['ā', 'lā', 'wǎ']"
阿拉摩,"['ā', 'lā', 'mó']","['ā', 'lā', 'mó']"
阿拉伯,"['ā', 'lā', 'bó']","['ā', 'lā', 'bó']"
阿阇梨,"['ā', 'shé', 'NA']","['ā', 'shé', 'NA']"
阿<unk>佛,"['ā', 'NA', 'fó']","['ā', 'NA', 'fó']"
负重担,"['NA', 'zhòng', 'dān']","['NA', 'zhòng', 'dān']"
重估后,"['chóng', 'gū', 'NA']","['chóng', 'gū', 'NA']"
三重市,"['NA', 'chóng', 'shì']","['NA', 'chóng', 'shì']"
都柏林,"['dū', 'bó', 'NA']","['dū', 'bó', 'NA']"
指南车,"['zhǐ', 'nán', 'chē']","['zhǐ', 'nán', 'chē']"
龙骨车,"['NA', 'gǔ', 'chē']","['NA', 'gǔ', 'chē']"
高卡车,"['NA', 'kǎ', 'chē']","['NA', 'kǎ', 'chē']"
车轴草,"['chē', 'zhóu', 'NA']","['chē', 'zhóu', 'NA']"
踏板车,"['tà', 'NA', 'chē']","['tà', 'NA', 'chē']"
赛车场,"['NA', 'chē', 'chǎng']","['NA', 'chē', 'chǎng']"
直通车,"['NA', 'tōng', 'chē']","['NA', 'tōng', 'chē']"
洒水车,"['sǎ', 'NA', 'chē']","['sǎ', 'NA', 'chē']"
汽车厂,"['NA', 'chē', 'chǎng']","['NA', 'chē', 'chǎng']"
普通车,"['NA', 'tōng', 'chē']","['NA', 'tōng', 'chē']"
摩托车,"['mó', 'NA', 'chē']","['mó', 'NA', 'chē']"
乌压压,"['wū', 'yā', 'yā']","['wū', 'yā', 'yā']"
类乌齐,"['NA', 'wū', 'qí']","['NA', 'wū', 'qí']"
寻乌县,"['xún', 'wū', 'NA']","['xún', 'wū', 'NA']"
乌龙指,"['wū', 'NA', 'zhǐ']","['wū', 'NA', 'zhǐ']"
乌黑色,"['wū', 'NA', 'sè']","['wū', 'NA', 'sè']"
乌黎雅,"['wū', 'NA', 'yǎ']","['wū', 'NA', 'yǎ']"
乌骨鸡,"['wū', 'gǔ', 'NA']","['wū', 'gǔ', 'NA']"
隐藏处,"['NA', 'cáng', 'chù']","['NA', 'cáng', 'chù']"
藏身处,"['cáng', 'NA', 'chù']","['cáng', 'NA', 'chù']"
色<unk><unk>,"['sè', '<unk>', '<unk>']","['sè', 'NA', 'NA']"
黄绿色,"['NA', 'lǜ', 'sè']","['NA', 'lǜ', 'sè']"
<unk>蓝色,"['NA', 'lán', 'sè']","['NA', 'lán', 'sè']"
阿肯色,"['ā', 'NA', 'sè']","['ā', 'NA', 'sè']"
调色板,"['tiáo', 'sè', 'NA']","['tiáo', 'sè', 'NA']"
血色素,"['xuè', 'sè', 'NA']","['xuè', 'sè', 'NA']"
蓝色剂,"['lán', 'sè', 'NA']","['lán', 'sè', 'NA']"
色拉酱,"['sè', 'lā', 'NA']","['sè', 'lā', 'NA']"
色拉油,"['sè', 'lā', 'NA']","['sè', 'lā', 'NA']"
色拉寺,"['sè', 'lā', 'NA']","['sè', 'lā', 'NA']"
紫红色,"['NA', 'hóng', 'sè']","['NA', 'hóng', 'sè']"
粉红色,"['NA', 'hóng', 'sè']","['NA', 'hóng', 'sè']"
磨脚石,"['mó', 'jiǎo', 'shí']","['mó', 'jiǎo', 'shí']"
高脚椅,"['NA', 'jiǎo', 'yǐ']","['NA', 'jiǎo', 'yǐ']"
软脚虾,"['NA', 'jiǎo', 'xiā']","['NA', 'jiǎo', 'xiā']"
脚跟脚,"['jiǎo', 'NA', 'jiǎo']","['jiǎo', 'NA', 'jiǎo']"
脚指甲,"['jiǎo', 'zhǐ', 'NA']","['jiǎo', 'zhǐ', 'NA']"
绊脚石,"['NA', 'jiǎo', 'shí']","['NA', 'jiǎo', 'shí']"
迫击炮,"['<unk>', 'NA', 'pào']","['pò', 'NA', 'pào']"
榴弹炮,"['NA', 'dàn', 'pào']","['NA', 'dàn', 'pào']"
放空炮,"['NA', 'kōng', 'pào']","['NA', 'kōng', 'pào']"
藏猫猫,"['cáng', 'māo', 'māo']","['cáng', 'māo', 'māo']"
躲猫猫,"['NA', 'māo', 'māo']","['NA', 'māo', 'māo']"
藏猫儿,"['cáng', 'māo', 'NA']","['cáng', 'māo', 'NA']"
赋格曲,"['NA', 'gé', 'qǔ']","['NA', 'gé', 'qǔ']"
曲麻莱,"['qǔ', 'má', 'NA']","['qǔ', 'má', 'NA']"
零曲率,"['NA', 'qū', 'lǜ']","['NA', 'qū', 'lǜ']"
曲颈瓶,"['qū', 'jǐng', 'NA']","['qū', 'jǐng', 'NA']"
老框框,"['NA', 'kuàng', 'kuàng']","['NA', 'kuàng', 'kuàng']"
食物柜,"['shí', 'NA', 'guì']","['shí', 'NA', 'guì']"
西洋杉,"['NA', 'NA', 'shān']","['NA', 'NA', 'shān']"
假正经,"['jiǎ', 'zhèng', 'jīng']","['jiǎ', 'zhèng', 'jīng']"
荥经县,"['<unk>', 'jīng', 'NA']","['NA', 'jīng', 'NA']"
经陆路,"['jīng', 'lù', 'NA']","['jīng', 'lù', 'NA']"
经纪人,"['jīng', 'jì', 'NA']","['jīng', 'jì', 'NA']"
纪伯伦,"['jì', 'bó', 'NA']","['jì', 'bó', 'NA']"
石炭纪,"['shí', 'NA', 'jì']","['shí', 'NA', 'jì']"
压台戏,"['yā', 'tái', 'xì']","['yā', 'tái', 'xì']"
青瓦台,"['NA', 'wǎ', 'tái']","['NA', 'wǎ', 'tái']"
观象台,"['guān', 'NA', 'tái']","['guān', 'NA', 'tái']"
观景台,"['guān', 'NA', 'tái']","['guān', 'NA', 'tái']"
禹王台,"['NA', 'wáng', 'tái']","['NA', 'wáng', 'tái']"
石台县,"['shí', 'tái', 'NA']","['shí', 'tái', 'NA']"
打对台,"['dǎ', 'NA', 'tái']","['dǎ', 'NA', 'tái']"
手术台,"['NA', 'shù', 'tái']","['NA', 'shù', 'tái']"
工作台,"['NA', 'zuò', 'tái']","['NA', 'zuò', 'tái']"
奇台县,"['qí', 'tái', 'NA']","['qí', 'tái', 'NA']"
龙华区,"['NA', 'huá', 'qū']","['NA', 'huá', 'qū']"
麻章区,"['má', 'NA', 'qū']","['má', 'NA', 'qū']"
麻山区,"['má', 'NA', 'qū']","['má', 'NA', 'qū']"
钦南区,"['NA', 'nán', 'qū']","['NA', 'nán', 'qū']"
覃塘区,"['tán', 'NA', 'qū']","['tán', 'NA', 'qū']"
裕华区,"['NA', 'huá', 'qū']","['NA', 'huá', 'qū']"
蚌山区,"['bèng', 'NA', 'qū']","['bèng', 'NA', 'qū']"
茂南区,"['NA', 'nán', 'qū']","['NA', 'nán', 'qū']"
芦<unk>区,"['lú', 'NA', 'qū']","['lú', 'NA', 'qū']"
翠屏区,"['NA', 'píng', 'qū']","['NA', 'píng', 'qū']"
红古区,"['hóng', 'NA', 'qū']","['hóng', 'NA', 'qū']"
离石区,"['NA', 'shí', 'qū']","['NA', 'shí', 'qū']"
石龙区,"['shí', 'NA', 'qū']","['shí', 'NA', 'qū']"
石拐区,"['shí', 'NA', 'qū']","['shí', 'NA', 'qū']"
石峰区,"['shí', 'NA', 'qū']","['shí', 'NA', 'qū']"
相山区,"['xiāng', 'NA', 'qū']","['xiāng', 'NA', 'qū']"
相城区,"['xiāng', 'NA', 'qū']","['xiāng', 'NA', 'qū']"
王益区,"['wáng', 'NA', 'qū']","['wáng', 'NA', 'qū']"
潮南区,"['NA', 'nán', 'qū']","['NA', 'nán', 'qū']"
港南区,"['NA', 'nán', 'qū']","['NA', 'nán', 'qū']"
海南区,"['NA', 'nán', 'qū']","['NA', 'nán', 'qū']"
津南区,"['NA', 'nán', 'qū']","['NA', 'nán', 'qū']"
绕口令,"['rào', 'NA', 'lìng']","['rào', 'NA', 'lìng']"
禁酒令,"['jìn', 'NA', 'lìng']","['jìn', 'NA', 'lìng']"
禁制令,"['jìn', 'NA', 'lìng']","['jìn', 'NA', 'lìng']"
德令哈,"['NA', 'lìng', 'hā']","['NA', 'lìng', 'hā']"
司令员,"['NA', 'lìng', 'yuán']","['NA', 'lìng', 'yuán']"
沈从文,"['shěn', 'cóng', 'NA']","['shěn', 'cóng', 'NA']"
有好处,"['yǒu', 'hǎo', 'chù']","['yǒu', 'hǎo', 'chù']"
华南虎,"['huá', 'nán', 'hǔ']","['huá', 'nán', 'hǔ']"
虾虎鱼,"['xiā', 'hǔ', 'NA']","['xiā', 'hǔ', 'NA']"
虎烈拉,"['hǔ', 'NA', 'lā']","['hǔ', 'NA', 'lā']"
虎尾镇,"['hǔ', 'wěi', 'NA']","['hǔ', 'wěi', 'NA']"
台南市,"['tái', 'nán', 'shì']","['tái', 'nán', 'shì']"
黄石市,"['NA', 'shí', 'shì']","['NA', 'shí', 'shì']"
麻城市,"['má', 'NA', 'shì']","['má', 'NA', 'shì']"
陇南市,"['NA', 'nán', 'shì']","['NA', 'nán', 'shì']"
金华市,"['NA', 'huá', 'shì']","['NA', 'huá', 'shì']"
重庆市,"['chóng', 'NA', 'shì']","['chóng', 'NA', 'shì']"
都市病,"['dū', 'shì', 'NA']","['dū', 'shì', 'NA']"
西市区,"['NA', 'shì', 'qū']","['NA', 'shì', 'qū']"
菜市场,"['NA', 'shì', 'chǎng']","['NA', 'shì', 'chǎng']"
芦洲市,"['lú', 'NA', 'shì']","['lú', 'NA', 'shì']"
胶南市,"['NA', 'nán', 'shì']","['NA', 'nán', 'shì']"
罗定市,"['luó', 'NA', 'shì']","['luó', 'NA', 'shì']"
纽约市,"['NA', 'yuē', 'shì']","['NA', 'yuē', 'shì']"
磐石市,"['NA', 'shí', 'shì']","['NA', 'shí', 'shì']"
石首市,"['shí', 'NA', 'shì']","['shí', 'NA', 'shì']"
石狮市,"['shí', 'NA', 'shì']","['shí', 'NA', 'shì']"
百色市,"['NA', 'sè', 'shì']","['NA', 'sè', 'shì']"
烟花市,"['yān', 'NA', 'shì']","['yān', 'NA', 'shì']"
渭南市,"['NA', 'nán', 'shì']","['NA', 'nán', 'shì']"
淮南市,"['NA', 'nán', 'shì']","['NA', 'nán', 'shì']"
洮南市,"['NA', 'nán', 'shì']","['NA', 'nán', 'shì']"
津市市,"['NA', 'shì', 'shì']","['NA', 'shì', 'shì']"
沙河市,"['shā', 'NA', 'shì']","['shā', 'NA', 'shì']"
沈阳市,"['shěn', 'NA', 'shì']","['shěn', 'NA', 'shì']"
汨罗市,"['NA', 'luó', 'shì']","['NA', 'luó', 'shì']"
汕尾市,"['NA', 'wěi', 'shì']","['NA', 'wěi', 'shì']"
横滨市,"['héng', 'NA', 'shì']","['héng', 'NA', 'shì']"
昭通市,"['NA', 'tōng', 'shì']","['NA', 'tōng', 'shì']"
新市区,"['NA', 'shì', 'qū']","['NA', 'shì', 'qū']"
拉萨市,"['lā', 'NA', 'shì']","['lā', 'NA', 'shì']"
广汉市,"['guǎng', 'NA', 'shì']","['guǎng', 'NA', 'shì']"
常熟市,"['NA', 'shú', 'shì']","['NA', 'shú', 'shì']"
市议员,"['shì', 'NA', 'yuán']","['shì', 'NA', 'yuán']"
市议会,"['shì', 'NA', 'huì']","['shì', 'NA', 'huì']"
市盈率,"['shì', 'NA', 'lǜ']","['shì', 'NA', 'lǜ']"
输沙量,"['NA', 'shā', 'liàng']","['NA', 'shā', 'liàng']"
载客量,"['zài', 'NA', 'liàng']","['zài', 'NA', 'liàng']"
血流量,"['xuè', 'NA', 'liàng']","['xuè', 'NA', 'liàng']"
血氧量,"['xuè', 'NA', 'liàng']","['xuè', 'NA', 'liàng']"
蕴藏量,"['NA', 'cáng', 'liàng']","['NA', 'cáng', 'liàng']"
磁通量,"['NA', 'tōng', 'liàng']","['NA', 'tōng', 'liàng']"
电荷量,"['NA', 'hè', 'liàng']","['NA', 'hè', 'liàng']"
拉夫堡,"['lā', 'fū', 'bǎo']","['lā', 'fū', 'bǎo']"
卡夫卡,"['kǎ', 'fū', 'kǎ']","['kǎ', 'fū', 'kǎ']"
阿列夫,"['ā', 'NA', 'fū']","['ā', 'NA', 'fū']"
二七区,"['NA', 'qī', 'qū']","['NA', 'qī', 'qū']"
齐刷刷,"['qí', 'shuā', 'shuā']","['qí', 'shuā', 'shuā']"
齐白石,"['qí', 'NA', 'shí']","['qí', 'NA', 'shí']"
齐<unk>王,"['qí', 'NA', 'wáng']","['qí', 'NA', 'wáng']"
齐柏林,"['qí', 'bó', 'NA']","['qí', 'bó', 'NA']"
齐宣王,"['qí', 'NA', 'wáng']","['qí', 'NA', 'wáng']"
无做作,"['wú', 'NA', 'zuo']","['wú', 'NA', 'zuo']"
著作权,"['zhù', 'zuò', 'NA']","['zhù', 'zuò', 'NA']"
有作用,"['yǒu', 'zuò', 'NA']","['yǒu', 'zuò', 'NA']"
操作员,"['NA', 'zuò', 'yuán']","['NA', 'zuò', 'yuán']"
操作台,"['NA', 'zuò', 'tái']","['NA', 'zuò', 'tái']"
恶作剧,"['è', 'zuò', 'NA']","['è', 'zuò', 'NA']"
强作用,"['qiáng', 'zuò', 'NA']","['qiáng', 'zuò', 'NA']"
核当量,"['hé', 'dāng', 'liàng']","['hé', 'dāng', 'liàng']"
当当车,"['dāng', 'dāng', 'chē']","['dāng', 'dāng', 'chē']"
石敢当,"['shí', 'NA', 'dāng']","['shí', 'NA', 'dāng']"
满当当,"['NA', 'dāng', 'dāng']","['NA', 'dāng', 'dāng']"
正当时,"['zhèng', 'dāng', 'NA']","['zhèng', 'dāng', 'NA']"
正当年,"['zhèng', 'dāng', 'NA']","['zhèng', 'dāng', 'NA']"
当阳市,"['dāng', 'NA', 'shì']","['dāng', 'NA', 'shì']"
倒车挡,"['dào', 'chē', 'dǎng']","['dào', 'chē', 'dǎng']"
那倒是,"['nà', 'dào', 'NA']","['nà', 'dào', 'NA']"
喝倒彩,"['hè', 'dào', 'NA']","['hè', 'dào', 'NA']"
倒装句,"['dào', 'NA', 'jù']","['dào', 'NA', 'jù']"
难不倒,"['nán', 'NA', 'dǎo']","['nán', 'NA', 'dǎo']"
压倒性,"['yā', 'dǎo', 'NA']","['yā', 'dǎo', 'NA']"
雨花台,"['yǔ', 'NA', 'tái']","['yǔ', 'NA', 'tái']"
雨花区,"['yǔ', 'NA', 'qū']","['yǔ', 'NA', 'qū']"
雨夹雪,"['yǔ', 'jiā', 'NA']","['yǔ', 'jiā', 'NA']"
贾思<unk>,"['jiǎ', 'sī', 'NA']","['jiǎ', 'sī', 'NA']"
思茅市,"['sī', 'NA', 'shì']","['sī', 'NA', 'shì']"
思茅区,"['sī', 'NA', 'qū']","['sī', 'NA', 'qū']"
思明区,"['sī', 'NA', 'qū']","['sī', 'NA', 'qū']"
没意思,"['méi', 'NA', 'si']","['méi', 'NA', 'si']"
没六儿,"['méi', 'liù', 'NA']","['méi', 'liù', 'NA']"
六龟乡,"['liù', 'guī', 'NA']","['liù', 'guī', 'NA']"
六面体,"['liù', 'NA', 'tǐ']","['liù', 'NA', 'tǐ']"
六边形,"['liù', 'biān', 'NA']","['liù', 'biān', 'NA']"
六角星,"['liù', 'jiǎo', 'NA']","['liù', 'jiǎo', 'NA']"
六角形,"['liù', 'jiǎo', 'NA']","['liù', 'jiǎo', 'NA']"
六脚乡,"['liù', 'jiǎo', 'NA']","['liù', 'jiǎo', 'NA']"
门边框,"['NA', 'biān', 'kuàng']","['NA', 'biān', 'kuàng']"
这边儿,"['zhè', 'biān', 'NA']","['zhè', 'biān', 'NA']"
溜边儿,"['liū', 'biān', 'NA']","['liū', 'biān', 'NA']"
沿边儿,"['yán', 'biān', 'NA']","['yán', 'biān', 'NA']"
有边儿,"['yǒu', 'biān', 'NA']","['yǒu', 'biān', 'NA']"
挨边儿,"['āi', 'biān', 'NA']","['āi', 'biān', 'NA']"
轴旋转,"['zhóu', 'xuán', 'zhuǎn']","['zhóu', 'xuán', 'zhuǎn']"
旋转轴,"['xuán', 'zhuǎn', 'zhóu']","['xuán', 'zhuǎn', 'zhóu']"
转轮王,"['zhuǎn', 'NA', 'wáng']","['zhuǎn', 'NA', 'wáng']"
阿富汗,"['ā', 'NA', 'hàn']","['ā', 'NA', 'hàn']"
<unk><unk>子,"['NA', '<unk>', 'NA']","['NA', 'NA', 'NA']"
耶洗别,"['yē', 'xǐ', 'bié']","['yē', 'xǐ', 'bié']"
洗衣网,"['xǐ', 'yī', 'NA']","['xǐ', 'yī', 'NA']"
洗衣粉,"['xǐ', 'yī', 'NA']","['xǐ', 'yī', 'NA']"
洗衣板,"['xǐ', 'yī', 'NA']","['xǐ', 'yī', 'NA']"
洗衣机,"['xǐ', 'yī', 'NA']","['xǐ', 'yī', 'NA']"
洗衣房,"['xǐ', 'yī', 'NA']","['xǐ', 'yī', 'NA']"
洗衣店,"['xǐ', 'yī', 'NA']","['xǐ', 'yī', 'NA']"
洗脸台,"['xǐ', 'NA', 'tái']","['xǐ', 'NA', 'tái']"
洗澡间,"['xǐ', 'NA', 'jiān']","['xǐ', 'NA', 'jiān']"
洗涤间,"['xǐ', 'NA', 'jiān']","['xǐ', 'NA', 'jiān']"
